año,mes,punto_cruce,cantidad_ciclistas,Calle 1,Calle 2,Calle 1 Id,Calle 2 Id,Mes Id
2012,Marzo,Gorriti y G. Cruz,1744,Gorriti,G. Cruz,21,37,3
2012,Marzo,Cnel. Diaz y Mansilla,1314,Cnel. Diaz,Mansilla,11,32,3
2012,Marzo,11 de Sep y Monroe,545,11 de Sep,Monroe,22,38,3
2012,Marzo,Arenales y Montevideo,454,Arenales,Montevideo,12,10,3
2012,Abril,Virrey Cevallos y Chile,1857,Virrey Cevallos,Chile,1,19,4
2012,Abril,Azopardo y Mexico,612,Azopardo,Mexico,2,25,4
2012,Abril,Rincon y Carlos Calvo,1635,Rincon,Carlos Calvo,3,26,4
2012,Abril,Virrey Liniers y C.Calvo,1130,Virrey Liniers,C.Calvo,4,27,4
2012,Abril,Billinghurst y Peron,3023,Billinghurst,Peron,5,28,4
2012,Abril,Del Libertador y Montevideo,2173,Del Libertador,Montevideo,6,10,4
2012,Abril,Corredor Norte y Casares,2803,Corredor Norte,Casares,7,29,4
2012,Abril,EEUU y 33 Orientales,1126,EEUU,33 Orientales,8,30,4
2012,Abril,F. Alcorta y Derecho,1745,F. Alcorta,Derecho,9,31,4
2012,Abril,Montevideo y Peron,2047,Montevideo,Peron,10,28,4
2012,Abril,Potosi y Rawson,858,Potosi,Rawson,17,33,4
2012,Abril,J. Alvarez y Padilla,793,J. Alvarez,Padilla,18,34,4
2012,Abril,Chile y Tacuari,871,Chile,Tacuari,19,35,4
2012,Abril,Serrano y Loyola,1066,Serrano,Loyola,20,36,4
2012,Abril,Gorriti y G. Cruz,2124,Gorriti,G. Cruz,21,37,4
2012,Abril,Cnel. Diaz y Mansilla,1420,Cnel. Diaz,Mansilla,11,32,4
2012,Abril,11 de Sep y Monroe,750,11 de Sep,Monroe,22,38,4
2012,Abril,Arenales y Montevideo,431,Arenales,Montevideo,12,10,4
2012,Mayo,Virrey Cevallos y Chile,1712,Virrey Cevallos,Chile,1,19,5
2012,Mayo,Azopardo y Mexico,614,Azopardo,Mexico,2,25,5
2012,Mayo,Rincon y Carlos Calvo,1552,Rincon,Carlos Calvo,3,26,5
2012,Mayo,Virrey Liniers y C.Calvo,1332,Virrey Liniers,C.Calvo,4,27,5
2012,Mayo,Billinghurst y Peron,3305,Billinghurst,Peron,5,28,5
2012,Mayo,Del Libertador y Montevideo,2388,Del Libertador,Montevideo,6,10,5
2012,Mayo,Corredor Norte y Casares,2407,Corredor Norte,Casares,7,29,5
2012,Mayo,EEUU y 33 Orientales,936,EEUU,33 Orientales,8,30,5
2012,Mayo,F. Alcorta y Derecho,1907,F. Alcorta,Derecho,9,31,5
2012,Mayo,Montevideo y Peron,2035,Montevideo,Peron,10,28,5
2012,Mayo,Potosi y Rawson,854,Potosi,Rawson,17,33,5
2012,Mayo,J. Alvarez y Padilla,628,J. Alvarez,Padilla,18,34,5
2012,Mayo,Chile y Tacuari,975,Chile,Tacuari,19,35,5
2012,Mayo,Serrano y Loyola,913,Serrano,Loyola,20,36,5
2012,Mayo,Gorriti y G. Cruz,1903,Gorriti,G. Cruz,21,37,5
2012,Mayo,Cnel. Diaz y Mansilla,1622,Cnel. Diaz,Mansilla,11,32,5
2012,Mayo,11 de Sep y Monroe,693,11 de Sep,Monroe,22,38,5
2012,Mayo,Arenales y Montevideo,413,Arenales,Montevideo,12,10,5
2012,Junio,Virrey Cevallos y Chile,1721,Virrey Cevallos,Chile,1,19,6
2012,Junio,Azopardo y Mexico,557,Azopardo,Mexico,2,25,6
2012,Junio,Rincon y Carlos Calvo,1273,Rincon,Carlos Calvo,3,26,6
2012,Junio,Virrey Liniers y C.Calvo,1147,Virrey Liniers,C.Calvo,4,27,6
2012,Junio,Billinghurst y Peron,2643,Billinghurst,Peron,5,28,6
2012,Junio,Del Libertador y Montevideo,1366,Del Libertador,Montevideo,6,10,6
2012,Junio,Corredor Norte y Casares,1855,Corredor Norte,Casares,7,29,6
2012,Junio,EEUU y 33 Orientales,753,EEUU,33 Orientales,8,30,6
2012,Junio,F. Alcorta y Derecho,1365,F. Alcorta,Derecho,9,31,6
2012,Junio,Montevideo y Peron,1857,Montevideo,Peron,10,28,6
2012,Junio,Potosi y Rawson,631,Potosi,Rawson,17,33,6
2012,Junio,J. Alvarez y Padilla,414,J. Alvarez,Padilla,18,34,6
2012,Junio,Chile y Tacuari,878,Chile,Tacuari,19,35,6
2012,Junio,Serrano y Loyola,769,Serrano,Loyola,20,36,6
2012,Junio,Gorriti y G. Cruz,1564,Gorriti,G. Cruz,21,37,6
2012,Junio,Cnel. Diaz y Mansilla,814,Cnel. Diaz,Mansilla,11,32,6
2012,Junio,11 de Sep y Monroe,386,11 de Sep,Monroe,22,38,6
2012,Junio,Arenales y Montevideo,397,Arenales,Montevideo,12,10,6
2012,Julio,Virrey Cevallos y Chile,1427,Virrey Cevallos,Chile,1,19,7
2012,Julio,Azopardo y Mexico,570,Azopardo,Mexico,2,25,7
2012,Julio,Rincon y Carlos Calvo,1240,Rincon,Carlos Calvo,3,26,7
2012,Julio,Virrey Liniers y C.Calvo,820,Virrey Liniers,C.Calvo,4,27,7
2012,Julio,Billinghurst y Peron,2035,Billinghurst,Peron,5,28,7
2012,Julio,Del Libertador y Montevideo,1263,Del Libertador,Montevideo,6,10,7
2012,Julio,Corredor Norte y Casares,1790,Corredor Norte,Casares,7,29,7
2012,Julio,EEUU y 33 Orientales,733,EEUU,33 Orientales,8,30,7
2012,Julio,F. Alcorta y Derecho,1446,F. Alcorta,Derecho,9,31,7
2012,Julio,Montevideo y Peron,1338,Montevideo,Peron,10,28,7
2012,Julio,Potosi y Rawson,724,Potosi,Rawson,17,33,7
2012,Julio,J. Alvarez y Padilla,327,J. Alvarez,Padilla,18,34,7
2012,Julio,Chile y Tacuari,766,Chile,Tacuari,19,35,7
2012,Julio,Serrano y Loyola,789,Serrano,Loyola,20,36,7
2012,Julio,Gorriti y G. Cruz,1580,Gorriti,G. Cruz,21,37,7
2012,Julio,Cnel. Diaz y Mansilla,1128,Cnel. Diaz,Mansilla,11,32,7
2012,Julio,11 de Sep y Monroe,492,11 de Sep,Monroe,22,38,7
2012,Julio,Arenales y Montevideo,377,Arenales,Montevideo,12,10,7
2012,Agosto,Virrey Cevallos y Chile,1499,Virrey Cevallos,Chile,1,19,8
2012,Agosto,Azopardo y Mexico,621,Azopardo,Mexico,2,25,8
2012,Agosto,Rincon y Carlos Calvo,1790,Rincon,Carlos Calvo,3,26,8
2012,Agosto,Virrey Liniers y C.Calvo,1251,Virrey Liniers,C.Calvo,4,27,8
2012,Agosto,Billinghurst y Peron,3105,Billinghurst,Peron,5,28,8
2012,Agosto,Del Libertador y Montevideo,2022,Del Libertador,Montevideo,6,10,8
2012,Agosto,Corredor Norte y Casares,2692,Corredor Norte,Casares,7,29,8
2012,Agosto,EEUU y 33 Orientales,929,EEUU,33 Orientales,8,30,8
2012,Agosto,F. Alcorta y Derecho,1424,F. Alcorta,Derecho,9,31,8
2012,Agosto,Montevideo y Peron,1986,Montevideo,Peron,10,28,8
2012,Agosto,Potosi y Rawson,892,Potosi,Rawson,17,33,8
2012,Agosto,J. Alvarez y Padilla,558,J. Alvarez,Padilla,18,34,8
2012,Agosto,Chile y Tacuari,761,Chile,Tacuari,19,35,8
2012,Agosto,Serrano y Loyola,873,Serrano,Loyola,20,36,8
2012,Agosto,Gorriti y G. Cruz,2093,Gorriti,G. Cruz,21,37,8
2012,Agosto,Cnel. Diaz y Mansilla,1461,Cnel. Diaz,Mansilla,11,32,8
2012,Agosto,11 de Sep y Monroe,591,11 de Sep,Monroe,22,38,8
2012,Agosto,Arenales y Montevideo,412,Arenales,Montevideo,12,10,8
2012,Septiembre,Virrey Cevallos y Chile,2040,Virrey Cevallos,Chile,1,19,9
2012,Septiembre,Azopardo y Mexico,857,Azopardo,Mexico,2,25,9
2012,Septiembre,Rincon y Carlos Calvo,1983,Rincon,Carlos Calvo,3,26,9
2012,Septiembre,Virrey Liniers y C.Calvo,1673,Virrey Liniers,C.Calvo,4,27,9
2012,Septiembre,Billinghurst y Peron,3257,Billinghurst,Peron,5,28,9
2012,Septiembre,Del Libertador y Montevideo,1659,Del Libertador,Montevideo,6,10,9
2012,Septiembre,Corredor Norte y Casares,2146,Corredor Norte,Casares,7,29,9
2012,Septiembre,EEUU y 33 Orientales,885,EEUU,33 Orientales,8,30,9
2012,Septiembre,F. Alcorta y Derecho,1696,F. Alcorta,Derecho,9,31,9
2012,Septiembre,Montevideo y Peron,2175,Montevideo,Peron,10,28,9
2012,Septiembre,Potosi y Rawson,1023,Potosi,Rawson,17,33,9
2012,Septiembre,J. Alvarez y Padilla,753,J. Alvarez,Padilla,18,34,9
2012,Septiembre,Chile y Tacuari,862,Chile,Tacuari,19,35,9
2012,Septiembre,Serrano y Loyola,1375,Serrano,Loyola,20,36,9
2012,Septiembre,Gorriti y G. Cruz,2238,Gorriti,G. Cruz,21,37,9
2012,Septiembre,Cnel. Diaz y Mansilla,1536,Cnel. Diaz,Mansilla,11,32,9
2012,Septiembre,11 de Sep y Monroe,373,11 de Sep,Monroe,22,38,9
2012,Septiembre,Arenales y Montevideo,1541,Arenales,Montevideo,12,10,9
2012,Octubre,Virrey Cevallos y Chile,2440,Virrey Cevallos,Chile,1,19,10
2012,Octubre,Azopardo y Mexico,884,Azopardo,Mexico,2,25,10
2012,Octubre,Rincon y Carlos Calvo,1923,Rincon,Carlos Calvo,3,26,10
2012,Octubre,Virrey Liniers y C.Calvo,1632,Virrey Liniers,C.Calvo,4,27,10
2012,Octubre,Billinghurst y Peron,3318,Billinghurst,Peron,5,28,10
2012,Octubre,Del Libertador y Montevideo,1939,Del Libertador,Montevideo,6,10,10
2012,Octubre,Corredor Norte y Casares,3175,Corredor Norte,Casares,7,29,10
2012,Octubre,EEUU y 33 Orientales,1083,EEUU,33 Orientales,8,30,10
2012,Octubre,F. Alcorta y Derecho,1780,F. Alcorta,Derecho,9,31,10
2012,Octubre,Montevideo y Peron,1914,Montevideo,Peron,10,28,10
2012,Octubre,Potosi y Rawson,943,Potosi,Rawson,17,33,10
2012,Octubre,J. Alvarez y Padilla,651,J. Alvarez,Padilla,18,34,10
2012,Octubre,Chile y Tacuari,814,Chile,Tacuari,19,35,10
2012,Octubre,Serrano y Loyola,942,Serrano,Loyola,20,36,10
2012,Octubre,Gorriti y G. Cruz,1549,Gorriti,G. Cruz,21,37,10
2012,Octubre,Cnel. Diaz y Mansilla,1155,Cnel. Diaz,Mansilla,11,32,10
2012,Octubre,11 de Sep y Monroe,582,11 de Sep,Monroe,22,38,10
2012,Octubre,Arenales y Montevideo,1263,Arenales,Montevideo,12,10,10
2012,Noviembre,Virrey Cevallos y Chile,2163,Virrey Cevallos,Chile,1,19,11
2012,Noviembre,Azopardo y Mexico,728,Azopardo,Mexico,2,25,11
2012,Noviembre,Rincon y Carlos Calvo,2076,Rincon,Carlos Calvo,3,26,11
2012,Noviembre,Virrey Liniers y C.Calvo,2302,Virrey Liniers,C.Calvo,4,27,11
2012,Noviembre,Billinghurst y Peron,4486,Billinghurst,Peron,5,28,11
2012,Noviembre,Del Libertador y Montevideo,2493,Del Libertador,Montevideo,6,10,11
2012,Noviembre,Corredor Norte y Casares,4030,Corredor Norte,Casares,7,29,11
2012,Noviembre,EEUU y 33 Orientales,1281,EEUU,33 Orientales,8,30,11
2012,Noviembre,F. Alcorta y Derecho,2745,F. Alcorta,Derecho,9,31,11
2012,Noviembre,Montevideo y Peron,2743,Montevideo,Peron,10,28,11
2012,Noviembre,Potosi y Rawson,1260,Potosi,Rawson,17,33,11
2012,Noviembre,J. Alvarez y Padilla,978,J. Alvarez,Padilla,18,34,11
2012,Noviembre,Chile y Tacuari,1060,Chile,Tacuari,19,35,11
2012,Noviembre,Serrano y Loyola,1437,Serrano,Loyola,20,36,11
2012,Noviembre,Gorriti y G. Cruz,2733,Gorriti,G. Cruz,21,37,11
2012,Noviembre,Cnel. Diaz y Mansilla,2203,Cnel. Diaz,Mansilla,11,32,11
2012,Noviembre,11 de Sep y Monroe,676,11 de Sep,Monroe,22,38,11
2012,Noviembre,Arenales y Montevideo,1869,Arenales,Montevideo,12,10,11
2012,Diciembre,Virrey Cevallos y Chile,2041,Virrey Cevallos,Chile,1,19,12
2012,Diciembre,Azopardo y Mexico,822,Azopardo,Mexico,2,25,12
2012,Diciembre,Rincon y Carlos Calvo,2306,Rincon,Carlos Calvo,3,26,12
2012,Diciembre,Virrey Liniers y C.Calvo,1989,Virrey Liniers,C.Calvo,4,27,12
2012,Diciembre,Billinghurst y Peron,3490,Billinghurst,Peron,5,28,12
2012,Diciembre,Del Libertador y Montevideo,2123,Del Libertador,Montevideo,6,10,12
2012,Diciembre,Corredor Norte y Casares,2643,Corredor Norte,Casares,7,29,12
2012,Diciembre,EEUU y 33 Orientales,1063,EEUU,33 Orientales,8,30,12
2012,Diciembre,F. Alcorta y Derecho,2108,F. Alcorta,Derecho,9,31,12
2012,Diciembre,Montevideo y Peron,2457,Montevideo,Peron,10,28,12
2012,Diciembre,Potosi y Rawson,1165,Potosi,Rawson,17,33,12
2012,Diciembre,J. Alvarez y Padilla,634,J. Alvarez,Padilla,18,34,12
2012,Diciembre,Chile y Tacuari,949,Chile,Tacuari,19,35,12
2012,Diciembre,Serrano y Loyola,1198,Serrano,Loyola,20,36,12
2012,Diciembre,Gorriti y G. Cruz,2243,Gorriti,G. Cruz,21,37,12
2012,Diciembre,Cnel. Diaz y Mansilla,2294,Cnel. Diaz,Mansilla,11,32,12
2012,Diciembre,11 de Sep y Monroe,864,11 de Sep,Monroe,22,38,12
2012,Diciembre,Arenales y Montevideo,1902,Arenales,Montevideo,12,10,12
2013,Enero,Virrey Cevallos y Chile,1855,Virrey Cevallos,Chile,1,19,1
2013,Enero,Azopardo y Mexico,874,Azopardo,Mexico,2,25,1
2013,Enero,Rincon y Carlos Calvo,1541,Rincon,Carlos Calvo,3,26,1
2013,Enero,Virrey Liniers y C.Calvo,1601,Virrey Liniers,C.Calvo,4,27,1
2013,Enero,Billinghurst y Peron,3701,Billinghurst,Peron,5,28,1
2013,Enero,Del Libertador y Montevideo,2592,Del Libertador,Montevideo,6,10,1
2013,Enero,Corredor Norte y Casares,3626,Corredor Norte,Casares,7,29,1
2013,Enero,EEUU y 33 Orientales,1241,EEUU,33 Orientales,8,30,1
2013,Enero,F. Alcorta y Derecho,2168,F. Alcorta,Derecho,9,31,1
2013,Enero,Montevideo y Peron,2381,Montevideo,Peron,10,28,1
2013,Enero,Potosi y Rawson,1208,Potosi,Rawson,17,33,1
2013,Enero,J. Alvarez y Padilla,805,J. Alvarez,Padilla,18,34,1
2013,Enero,Chile y Tacuari,984,Chile,Tacuari,19,35,1
2013,Enero,Serrano y Loyola,1414,Serrano,Loyola,20,36,1
2013,Enero,Gorriti y G. Cruz,2358,Gorriti,G. Cruz,21,37,1
2013,Enero,Cnel. Diaz y Mansilla,2161,Cnel. Diaz,Mansilla,11,32,1
2013,Enero,11 de Sep y Monroe,878,11 de Sep,Monroe,22,38,1
2013,Enero,Arenales y Montevideo,1770,Arenales,Montevideo,12,10,1
2013,Febrero,Virrey Cevallos y Chile,2376,Virrey Cevallos,Chile,1,19,2
2013,Febrero,Azopardo y Mexico,1011,Azopardo,Mexico,2,25,2
2013,Febrero,Rincon y Carlos Calvo,1953,Rincon,Carlos Calvo,3,26,2
2013,Febrero,Virrey Liniers y C.Calvo,2133,Virrey Liniers,C.Calvo,4,27,2
2013,Febrero,Billinghurst y Peron,3805,Billinghurst,Peron,5,28,2
2013,Febrero,Del Libertador y Montevideo,2867,Del Libertador,Montevideo,6,10,2
2013,Febrero,Corredor Norte y Casares,5358,Corredor Norte,Casares,7,29,2
2013,Febrero,EEUU y 33 Orientales,998,EEUU,33 Orientales,8,30,2
2013,Febrero,F. Alcorta y Derecho,2830,F. Alcorta,Derecho,9,31,2
2013,Febrero,Montevideo y Peron,2461,Montevideo,Peron,10,28,2
2013,Febrero,Potosi y Rawson,1083,Potosi,Rawson,17,33,2
2013,Febrero,J. Alvarez y Padilla,688,J. Alvarez,Padilla,18,34,2
2013,Febrero,Chile y Tacuari,1002,Chile,Tacuari,19,35,2
2013,Febrero,Serrano y Loyola,1512,Serrano,Loyola,20,36,2
2013,Febrero,Gorriti y G. Cruz,2884,Gorriti,G. Cruz,21,37,2
2013,Febrero,Cnel. Diaz y Mansilla,2559,Cnel. Diaz,Mansilla,11,32,2
2013,Febrero,11 de Sep y Monroe,1183,11 de Sep,Monroe,22,38,2
2013,Febrero,Arenales y Montevideo,1914,Arenales,Montevideo,12,10,2
2013,Marzo,Virrey Cevallos y Chile,2698,Virrey Cevallos,Chile,1,19,3
2013,Marzo,Azopardo y Mexico,941,Azopardo,Mexico,2,25,3
2013,Marzo,Rincon y Carlos Calvo,2556,Rincon,Carlos Calvo,3,26,3
2013,Marzo,Virrey Liniers y C.Calvo,2308,Virrey Liniers,C.Calvo,4,27,3
2013,Marzo,Billinghurst y Peron,4759,Billinghurst,Peron,5,28,3
2013,Marzo,Del Libertador y Montevideo,3159,Del Libertador,Montevideo,6,10,3
2013,Marzo,Corredor Norte y Casares,4141,Corredor Norte,Casares,7,29,3
2013,Marzo,EEUU y 33 Orientales,1590,EEUU,33 Orientales,8,30,3
2013,Marzo,F. Alcorta y Derecho,2510,F. Alcorta,Derecho,9,31,3
2013,Marzo,Montevideo y Peron,3427,Montevideo,Peron,10,28,3
2013,Marzo,Potosi y Rawson,1394,Potosi,Rawson,17,33,3
2013,Marzo,J. Alvarez y Padilla,955,J. Alvarez,Padilla,18,34,3
2013,Marzo,Chile y Tacuari,1074,Chile,Tacuari,19,35,3
2013,Marzo,Serrano y Loyola,1783,Serrano,Loyola,20,36,3
2013,Marzo,Gorriti y G. Cruz,3495,Gorriti,G. Cruz,21,37,3
2013,Marzo,Cnel. Diaz y Mansilla,2575,Cnel. Diaz,Mansilla,11,32,3
2013,Marzo,11 de Sep y Monroe,1279,11 de Sep,Monroe,22,38,3
2013,Marzo,Arenales y Montevideo,2381,Arenales,Montevideo,12,10,3
2013,Abril,Virrey Cevallos y Chile,2231,Virrey Cevallos,Chile,1,19,4
2013,Abril,Azopardo y Mexico,800,Azopardo,Mexico,2,25,4
2013,Abril,Rincon y Carlos Calvo,2392,Rincon,Carlos Calvo,3,26,4
2013,Abril,Virrey Liniers y C.Calvo,2481,Virrey Liniers,C.Calvo,4,27,4
2013,Abril,Billinghurst y Peron,5088,Billinghurst,Peron,5,28,4
2013,Abril,Del Libertador y Montevideo,2988,Del Libertador,Montevideo,6,10,4
2013,Abril,Corredor Norte y Casares,3682,Corredor Norte,Casares,7,29,4
2013,Abril,EEUU y 33 Orientales,1388,EEUU,33 Orientales,8,30,4
2013,Abril,F. Alcorta y Derecho,2438,F. Alcorta,Derecho,9,31,4
2013,Abril,Montevideo y Peron,3075,Montevideo,Peron,10,28,4
2013,Abril,Potosi y Rawson,1439,Potosi,Rawson,17,33,4
2013,Abril,J. Alvarez y Padilla,1172,J. Alvarez,Padilla,18,34,4
2013,Abril,Chile y Tacuari,1345,Chile,Tacuari,19,35,4
2013,Abril,Serrano y Loyola,1646,Serrano,Loyola,20,36,4
2013,Abril,Gorriti y G. Cruz,3932,Gorriti,G. Cruz,21,37,4
2013,Abril,Cnel. Diaz y Mansilla,2839,Cnel. Diaz,Mansilla,11,32,4
2013,Abril,11 de Sep y Monroe,1083,11 de Sep,Monroe,22,38,4
2013,Abril,Arenales y Montevideo,2249,Arenales,Montevideo,12,10,4
2013,Mayo,Virrey Cevallos y Chile,2235,Virrey Cevallos,Chile,1,19,5
2013,Mayo,Azopardo y Mexico,825,Azopardo,Mexico,2,25,5
2013,Mayo,Rincon y Carlos Calvo,2113,Rincon,Carlos Calvo,3,26,5
2013,Mayo,Virrey Liniers y C.Calvo,2017,Virrey Liniers,C.Calvo,4,27,5
2013,Mayo,Billinghurst y Peron,4592,Billinghurst,Peron,5,28,5
2013,Mayo,Del Libertador y Montevideo,2327,Del Libertador,Montevideo,6,10,5
2013,Mayo,Corredor Norte y Casares,3698,Corredor Norte,Casares,7,29,5
2013,Mayo,EEUU y 33 Orientales,1301,EEUU,33 Orientales,8,30,5
2013,Mayo,F. Alcorta y Derecho,2402,F. Alcorta,Derecho,9,31,5
2013,Mayo,Montevideo y Peron,2773,Montevideo,Peron,10,28,5
2013,Mayo,Potosi y Rawson,1136,Potosi,Rawson,17,33,5
2013,Mayo,J. Alvarez y Padilla,1041,J. Alvarez,Padilla,18,34,5
2013,Mayo,Chile y Tacuari,854,Chile,Tacuari,19,35,5
2013,Mayo,Serrano y Loyola,1133,Serrano,Loyola,20,36,5
2013,Mayo,Gorriti y G. Cruz,2461,Gorriti,G. Cruz,21,37,5
2013,Mayo,Cnel. Diaz y Mansilla,2169,Cnel. Diaz,Mansilla,11,32,5
2013,Mayo,11 de Sep y Monroe,875,11 de Sep,Monroe,22,38,5
2013,Mayo,Arenales y Montevideo,1974,Arenales,Montevideo,12,10,5
2013,Junio,Virrey Cevallos y Chile,1973,Virrey Cevallos,Chile,1,19,6
2013,Junio,Azopardo y Mexico,821,Azopardo,Mexico,2,25,6
2013,Junio,Rincon y Carlos Calvo,2478,Rincon,Carlos Calvo,3,26,6
2013,Junio,Virrey Liniers y C.Calvo,1924,Virrey Liniers,C.Calvo,4,27,6
2013,Junio,Billinghurst y Peron,4147,Billinghurst,Peron,5,28,6
2013,Junio,Del Libertador y Montevideo,2042,Del Libertador,Montevideo,6,10,6
2013,Junio,Corredor Norte y Casares,3221,Corredor Norte,Casares,7,29,6
2013,Junio,EEUU y 33 Orientales,1083,EEUU,33 Orientales,8,30,6
2013,Junio,F. Alcorta y Derecho,2590,F. Alcorta,Derecho,9,31,6
2013,Junio,Montevideo y Peron,2769,Montevideo,Peron,10,28,6
2013,Junio,Potosi y Rawson,1106,Potosi,Rawson,17,33,6
2013,Junio,J. Alvarez y Padilla,661,J. Alvarez,Padilla,18,34,6
2013,Junio,Chile y Tacuari,1123,Chile,Tacuari,19,35,6
2013,Junio,Serrano y Loyola,1584,Serrano,Loyola,20,36,6
2013,Junio,Gorriti y G. Cruz,3214,Gorriti,G. Cruz,21,37,6
2013,Junio,Cnel. Diaz y Mansilla,2787,Cnel. Diaz,Mansilla,11,32,6
2013,Junio,11 de Sep y Monroe,914,11 de Sep,Monroe,22,38,6
2013,Junio,Arenales y Montevideo,2260,Arenales,Montevideo,12,10,6
2013,Junio,M.T. Alvear y Uriburu,301,M.T. Alvear,Uriburu,23,39,6
2013,Julio,Virrey Cevallos y Chile,1946,Virrey Cevallos,Chile,1,19,7
2013,Julio,Azopardo y Mexico,809,Azopardo,Mexico,2,25,7
2013,Julio,Rincon y Carlos Calvo,1839,Rincon,Carlos Calvo,3,26,7
2013,Julio,Virrey Liniers y C.Calvo,1813,Virrey Liniers,C.Calvo,4,27,7
2013,Julio,Billinghurst y Peron,3412,Billinghurst,Peron,5,28,7
2013,Julio,Del Libertador y Montevideo,2278,Del Libertador,Montevideo,6,10,7
2013,Julio,Corredor Norte y Casares,3420,Corredor Norte,Casares,7,29,7
2013,Julio,EEUU y 33 Orientales,1097,EEUU,33 Orientales,8,30,7
2013,Julio,F. Alcorta y Derecho,1535,F. Alcorta,Derecho,9,31,7
2013,Julio,Montevideo y Peron,1876,Montevideo,Peron,10,28,7
2013,Julio,Potosi y Rawson,651,Potosi,Rawson,17,33,7
2013,Julio,J. Alvarez y Padilla,445,J. Alvarez,Padilla,18,34,7
2013,Julio,Chile y Tacuari,919,Chile,Tacuari,19,35,7
2013,Julio,Serrano y Loyola,1057,Serrano,Loyola,20,36,7
2013,Julio,Gorriti y G. Cruz,2541,Gorriti,G. Cruz,21,37,7
2013,Julio,Cnel. Diaz y Mansilla,1831,Cnel. Diaz,Mansilla,11,32,7
2013,Julio,11 de Sep y Monroe,846,11 de Sep,Monroe,22,38,7
2013,Julio,Arenales y Montevideo,1554,Arenales,Montevideo,12,10,7
2013,Julio,M.T. Alvear y Uriburu,252,M.T. Alvear,Uriburu,23,39,7
2013,Agosto,Virrey Cevallos y Chile,1857,Virrey Cevallos,Chile,1,19,8
2013,Agosto,Azopardo y Mexico,771,Azopardo,Mexico,2,25,8
2013,Agosto,Rincon y Carlos Calvo,1872,Rincon,Carlos Calvo,3,26,8
2013,Agosto,Virrey Liniers y C.Calvo,1771,Virrey Liniers,C.Calvo,4,27,8
2013,Agosto,Billinghurst y Peron,3592,Billinghurst,Peron,5,28,8
2013,Agosto,Del Libertador y Montevideo,2379,Del Libertador,Montevideo,6,10,8
2013,Agosto,Corredor Norte y Casares,3842,Corredor Norte,Casares,7,29,8
2013,Agosto,EEUU y 33 Orientales,1002,EEUU,33 Orientales,8,30,8
2013,Agosto,F. Alcorta y Derecho,1919,F. Alcorta,Derecho,9,31,8
2013,Agosto,Montevideo y Peron,2651,Montevideo,Peron,10,28,8
2013,Agosto,Potosi y Rawson,939,Potosi,Rawson,17,33,8
2013,Agosto,J. Alvarez y Padilla,832,J. Alvarez,Padilla,18,34,8
2013,Agosto,Chile y Tacuari,1063,Chile,Tacuari,19,35,8
2013,Agosto,Serrano y Loyola,1231,Serrano,Loyola,20,36,8
2013,Agosto,Gorriti y G. Cruz,2386,Gorriti,G. Cruz,21,37,8
2013,Agosto,Cnel. Diaz y Mansilla,2217,Cnel. Diaz,Mansilla,11,32,8
2013,Agosto,11 de Sep y Monroe,1057,11 de Sep,Monroe,22,38,8
2013,Agosto,Arenales y Montevideo,1889,Arenales,Montevideo,12,10,8
2013,Agosto,M.T. Alvear y Uriburu,277,M.T. Alvear,Uriburu,23,39,8
2013,Septiembre,Virrey Cevallos y Chile,1783,Virrey Cevallos,Chile,1,19,9
2013,Septiembre,Azopardo y Mexico,848,Azopardo,Mexico,2,25,9
2013,Septiembre,Rincon y Carlos Calvo,2267,Rincon,Carlos Calvo,3,26,9
2013,Septiembre,Virrey Liniers y C.Calvo,2191,Virrey Liniers,C.Calvo,4,27,9
2013,Septiembre,Billinghurst y Peron,3809,Billinghurst,Peron,5,28,9
2013,Septiembre,Del Libertador y Montevideo,3348,Del Libertador,Montevideo,6,10,9
2013,Septiembre,Corredor Norte y Casares,3536,Corredor Norte,Casares,7,29,9
2013,Septiembre,EEUU y 33 Orientales,1077,EEUU,33 Orientales,8,30,9
2013,Septiembre,F. Alcorta y Derecho,2196,F. Alcorta,Derecho,9,31,9
2013,Septiembre,Montevideo y Peron,2917,Montevideo,Peron,10,28,9
2013,Septiembre,Potosi y Rawson,1526,Potosi,Rawson,17,33,9
2013,Septiembre,J. Alvarez y Padilla,706,J. Alvarez,Padilla,18,34,9
2013,Septiembre,Chile y Tacuari,1060,Chile,Tacuari,19,35,9
2013,Septiembre,Serrano y Loyola,1606,Serrano,Loyola,20,36,9
2013,Septiembre,Gorriti y G. Cruz,3495,Gorriti,G. Cruz,21,37,9
2013,Septiembre,Cnel. Diaz y Mansilla,2644,Cnel. Diaz,Mansilla,11,32,9
2013,Septiembre,11 de Sep y Monroe,728,11 de Sep,Monroe,22,38,9
2013,Septiembre,Arenales y Montevideo,2263,Arenales,Montevideo,12,10,9
2013,Septiembre,M.T. Alvear y Uriburu,299,M.T. Alvear,Uriburu,23,39,9
2013,Octubre,Virrey Cevallos y Chile,2392,Virrey Cevallos,Chile,1,19,10
2013,Octubre,Azopardo y Mexico,905,Azopardo,Mexico,2,25,10
2013,Octubre,Rincon y Carlos Calvo,2576,Rincon,Carlos Calvo,3,26,10
2013,Octubre,Virrey Liniers y C.Calvo,2345,Virrey Liniers,C.Calvo,4,27,10
2013,Octubre,Billinghurst y Peron,4880,Billinghurst,Peron,5,28,10
