Origen,Destino,Distancia[km],Año,Mes,Diferencia de ciclistas,Calle 1 origen,Calle 2 origen,Calle 1 origen id,Calle 2 origen id,Calle 1 destino,Calle 2 destino,Calle 1 destino id,Calle 2 destino id
Del Libertador y Montevideo,Arenales y Montevideo,1.305,2011,Septiembre,863,Del Libertador,Montevideo,6,10,Arenales,Montevideo,12,10
Corredor Norte y Casares,EEUU y 33 Orientales,6.495,2011,Septiembre,1249,Corredor Norte,Casares,7,29,EEUU,33 Orientales,8,30
Corredor Norte y Casares,F. Alcorta y Derecho,2.339,2011,Septiembre,495,Corredor Norte,Casares,7,29,F. Alcorta,Derecho,9,31
Corredor Norte y Casares,Montevideo y Peron,5.064,2011,Septiembre,1013,Corredor Norte,Casares,7,29,Montevideo,Peron,10,28
Corredor Norte y Casares,Potosi y Rawson,4.669,2011,Septiembre,1240,Corredor Norte,Casares,7,29,Potosi,Rawson,17,33
Corredor Norte y Casares,J. Alvarez y Padilla,4.742,2011,Septiembre,1547,Corredor Norte,Casares,7,29,J. Alvarez,Padilla,18,34
Corredor Norte y Casares,Cnel. Diaz y Mansilla,2.538,2011,Septiembre,1609,Corredor Norte,Casares,7,29,Cnel. Diaz,Mansilla,11,32
Corredor Norte y Casares,Arenales y Montevideo,3.771,2011,Septiembre,1461,Corredor Norte,Casares,7,29,Arenales,Montevideo,12,10
EEUU y 33 Orientales,F. Alcorta y Derecho,7.169,2011,Septiembre,-754,EEUU,33 Orientales,8,30,F. Alcorta,Derecho,9,31
EEUU y 33 Orientales,Montevideo y Peron,4.563,2011,Septiembre,-236,EEUU,33 Orientales,8,30,Montevideo,Peron,10,28
EEUU y 33 Orientales,Potosi y Rawson,2.055,2011,Septiembre,-9,EEUU,33 Orientales,8,30,Potosi,Rawson,17,33
EEUU y 33 Orientales,J. Alvarez y Padilla,3.357,2011,Septiembre,298,EEUU,33 Orientales,8,30,J. Alvarez,Padilla,18,34
EEUU y 33 Orientales,Cnel. Diaz y Mansilla,4.338,2011,Septiembre,360,EEUU,33 Orientales,8,30,Cnel. Diaz,Mansilla,11,32
EEUU y 33 Orientales,Arenales y Montevideo,6.144,2011,Septiembre,212,EEUU,33 Orientales,8,30,Arenales,Montevideo,12,10
F. Alcorta y Derecho,Montevideo y Peron,3.26,2011,Septiembre,518,F. Alcorta,Derecho,9,31,Montevideo,Peron,10,28
F. Alcorta y Derecho,Potosi y Rawson,5.144,2011,Septiembre,745,F. Alcorta,Derecho,9,31,Potosi,Rawson,17,33
F. Alcorta y Derecho,J. Alvarez y Padilla,6.102,2011,Septiembre,1052,F. Alcorta,Derecho,9,31,J. Alvarez,Padilla,18,34
F. Alcorta y Derecho,Cnel. Diaz y Mansilla,3.136,2011,Septiembre,1114,F. Alcorta,Derecho,9,31,Cnel. Diaz,Mansilla,11,32
F. Alcorta y Derecho,Arenales y Montevideo,1.966,2011,Septiembre,966,F. Alcorta,Derecho,9,31,Arenales,Montevideo,12,10
Montevideo y Peron,Potosi y Rawson,3.45,2011,Septiembre,227,Montevideo,Peron,10,28,Potosi,Rawson,17,33
Montevideo y Peron,J. Alvarez y Padilla,5.783,2011,Septiembre,534,Montevideo,Peron,10,28,J. Alvarez,Padilla,18,34
Montevideo y Peron,Cnel. Diaz y Mansilla,3.461,2011,Septiembre,596,Montevideo,Peron,10,28,Cnel. Diaz,Mansilla,11,32
Montevideo y Peron,Arenales y Montevideo,1.293,2011,Septiembre,448,Montevideo,Peron,10,28,Arenales,Montevideo,12,10
Potosi y Rawson,J. Alvarez y Padilla,1.781,2011,Septiembre,307,Potosi,Rawson,17,33,J. Alvarez,Padilla,18,34
Cnel. Diaz y Mansilla,Potosi y Rawson,2.691,2011,Septiembre,-369,Cnel. Diaz,Mansilla,11,32,Potosi,Rawson,17,33
Cnel. Diaz y Mansilla,J. Alvarez y Padilla,3.181,2011,Septiembre,-62,Cnel. Diaz,Mansilla,11,32,J. Alvarez,Padilla,18,34
Cnel. Diaz y Mansilla,Arenales y Montevideo,3.011,2011,Septiembre,-148,Cnel. Diaz,Mansilla,11,32,Arenales,Montevideo,12,10
Arenales y Montevideo,Potosi y Rawson,4.718,2011,Septiembre,-221,Arenales,Montevideo,12,10,Potosi,Rawson,17,33
Arenales y Montevideo,J. Alvarez y Padilla,5.474,2011,Septiembre,86,Arenales,Montevideo,12,10,J. Alvarez,Padilla,18,34
Virrey Cevallos y Chile,Azopardo y Mexico,2.122,2011,Octubre,847,Virrey Cevallos,Chile,1,19,Azopardo,Mexico,2,25
Virrey Cevallos y Chile,Rincon y Carlos Calvo,1.005,2011,Octubre,401,Virrey Cevallos,Chile,1,19,Rincon,Carlos Calvo,3,26
Virrey Cevallos y Chile,Virrey Liniers y C.Calvo,2.721,2011,Octubre,535,Virrey Cevallos,Chile,1,19,Virrey Liniers,C.Calvo,4,27
Virrey Cevallos y Chile,Billinghurst y Peron,3.611,2011,Octubre,-958,Virrey Cevallos,Chile,1,19,Billinghurst,Peron,5,28
Virrey Cevallos y Chile,Del Libertador y Montevideo,4.485,2011,Octubre,-614,Virrey Cevallos,Chile,1,19,Del Libertador,Montevideo,6,10
Virrey Cevallos y Chile,Corredor Norte y Casares,6.849,2011,Octubre,-1767,Virrey Cevallos,Chile,1,19,Corredor Norte,Casares,7,29
Virrey Cevallos y Chile,EEUU y 33 Orientales,3.749,2011,Octubre,705,Virrey Cevallos,Chile,1,19,EEUU,33 Orientales,8,30
Virrey Cevallos y Chile,F. Alcorta y Derecho,5.367,2011,Octubre,-137,Virrey Cevallos,Chile,1,19,F. Alcorta,Derecho,9,31
Virrey Cevallos y Chile,Montevideo y Peron,1.447,2011,Octubre,480,Virrey Cevallos,Chile,1,19,Montevideo,Peron,10,28
Virrey Cevallos y Chile,Potosi y Rawson,4.554,2011,Octubre,741,Virrey Cevallos,Chile,1,19,Potosi,Rawson,17,33
Virrey Cevallos y Chile,J. Alvarez y Padilla,6.864,2011,Octubre,1156,Virrey Cevallos,Chile,1,19,J. Alvarez,Padilla,18,34
Virrey Cevallos y Chile,Cnel. Diaz y Mansilla,4.886,2011,Octubre,1217,Virrey Cevallos,Chile,1,19,Cnel. Diaz,Mansilla,11,32
Virrey Cevallos y Chile,Arenales y Montevideo,2.906,2011,Octubre,1055,Virrey Cevallos,Chile,1,19,Arenales,Montevideo,12,10
Azopardo y Mexico,Rincon y Carlos Calvo,3.291,2011,Octubre,-446,Azopardo,Mexico,2,25,Rincon,Carlos Calvo,3,26
Azopardo y Mexico,Virrey Liniers y C.Calvo,5.02,2011,Octubre,-312,Azopardo,Mexico,2,25,Virrey Liniers,C.Calvo,4,27
Azopardo y Mexico,Billinghurst y Peron,5.439,2011,Octubre,-1805,Azopardo,Mexico,2,25,Billinghurst,Peron,5,28
Azopardo y Mexico,Del Libertador y Montevideo,3.707,2011,Octubre,-1461,Azopardo,Mexico,2,25,Del Libertador,Montevideo,6,10
Azopardo y Mexico,Corredor Norte y Casares,6.326,2011,Octubre,-2614,Azopardo,Mexico,2,25,Corredor Norte,Casares,7,29
Azopardo y Mexico,EEUU y 33 Orientales,6.048,2011,Octubre,-142,Azopardo,Mexico,2,25,EEUU,33 Orientales,8,30
Azopardo y Mexico,F. Alcorta y Derecho,4.588,2011,Octubre,-984,Azopardo,Mexico,2,25,F. Alcorta,Derecho,9,31
Azopardo y Mexico,Montevideo y Peron,2.933,2011,Octubre,-367,Azopardo,Mexico,2,25,Montevideo,Peron,10,28
Azopardo y Mexico,Potosi y Rawson,6.382,2011,Octubre,-106,Azopardo,Mexico,2,25,Potosi,Rawson,17,33
Azopardo y Mexico,J. Alvarez y Padilla,8.691,2011,Octubre,309,Azopardo,Mexico,2,25,J. Alvarez,Padilla,18,34
Azopardo y Mexico,Cnel. Diaz y Mansilla,6.721,2011,Octubre,370,Azopardo,Mexico,2,25,Cnel. Diaz,Mansilla,11,32
Azopardo y Mexico,Arenales y Montevideo,4.413,2011,Octubre,208,Azopardo,Mexico,2,25,Arenales,Montevideo,12,10
Rincon y Carlos Calvo,Virrey Liniers y C.Calvo,1.72,2011,Octubre,134,Rincon,Carlos Calvo,3,26,Virrey Liniers,C.Calvo,4,27
Rincon y Carlos Calvo,Billinghurst y Peron,3.334,2011,Octubre,-1359,Rincon,Carlos Calvo,3,26,Billinghurst,Peron,5,28
Rincon y Carlos Calvo,Del Libertador y Montevideo,4.868,2011,Octubre,-1015,Rincon,Carlos Calvo,3,26,Del Libertador,Montevideo,6,10
Rincon y Carlos Calvo,Corredor Norte y Casares,6.572,2011,Octubre,-2168,Rincon,Carlos Calvo,3,26,Corredor Norte,Casares,7,29
Rincon y Carlos Calvo,EEUU y 33 Orientales,2.748,2011,Octubre,304,Rincon,Carlos Calvo,3,26,EEUU,33 Orientales,8,30
Rincon y Carlos Calvo,F. Alcorta y Derecho,5.041,2011,Octubre,-538,Rincon,Carlos Calvo,3,26,F. Alcorta,Derecho,9,31
Rincon y Carlos Calvo,Montevideo y Peron,2.151,2011,Octubre,79,Rincon,Carlos Calvo,3,26,Montevideo,Peron,10,28
Rincon y Carlos Calvo,Potosi y Rawson,4.277,2011,Octubre,340,Rincon,Carlos Calvo,3,26,Potosi,Rawson,17,33
Rincon y Carlos Calvo,J. Alvarez y Padilla,6.587,2011,Octubre,755,Rincon,Carlos Calvo,3,26,J. Alvarez,Padilla,18,34
Rincon y Carlos Calvo,Cnel. Diaz y Mansilla,4.609,2011,Octubre,816,Rincon,Carlos Calvo,3,26,Cnel. Diaz,Mansilla,11,32
Rincon y Carlos Calvo,Arenales y Montevideo,4.005,2011,Octubre,654,Rincon,Carlos Calvo,3,26,Arenales,Montevideo,12,10
Virrey Liniers y C.Calvo,Billinghurst y Peron,1.849,2011,Octubre,-1493,Virrey Liniers,C.Calvo,4,27,Billinghurst,Peron,5,28
Virrey Liniers y C.Calvo,Del Libertador y Montevideo,7.374,2011,Octubre,-1149,Virrey Liniers,C.Calvo,4,27,Del Libertador,Montevideo,6,10
Virrey Liniers y C.Calvo,Corredor Norte y Casares,6.092,2011,Octubre,-2302,Virrey Liniers,C.Calvo,4,27,Corredor Norte,Casares,7,29
Virrey Liniers y C.Calvo,EEUU y 33 Orientales,1.028,2011,Octubre,170,Virrey Liniers,C.Calvo,4,27,EEUU,33 Orientales,8,30
Virrey Liniers y C.Calvo,F. Alcorta y Derecho,6.385,2011,Octubre,-672,Virrey Liniers,C.Calvo,4,27,F. Alcorta,Derecho,9,31
Virrey Liniers y C.Calvo,Montevideo y Peron,3.778,2011,Octubre,-55,Virrey Liniers,C.Calvo,4,27,Montevideo,Peron,10,28
Virrey Liniers y C.Calvo,Potosi y Rawson,2.793,2011,Octubre,206,Virrey Liniers,C.Calvo,4,27,Potosi,Rawson,17,33
Virrey Liniers y C.Calvo,J. Alvarez y Padilla,4.574,2011,Octubre,621,Virrey Liniers,C.Calvo,4,27,J. Alvarez,Padilla,18,34
Virrey Liniers y C.Calvo,Cnel. Diaz y Mansilla,3.554,2011,Octubre,682,Virrey Liniers,C.Calvo,4,27,Cnel. Diaz,Mansilla,11,32
Virrey Liniers y C.Calvo,Arenales y Montevideo,5.359,2011,Octubre,520,Virrey Liniers,C.Calvo,4,27,Arenales,Montevideo,12,10
Billinghurst y Peron,Del Libertador y Montevideo,5.525,2011,Octubre,344,Billinghurst,Peron,5,28,Del Libertador,Montevideo,6,10
Billinghurst y Peron,Corredor Norte y Casares,4.243,2011,Octubre,-809,Billinghurst,Peron,5,28,Corredor Norte,Casares,7,29
Billinghurst y Peron,EEUU y 33 Orientales,2.812,2011,Octubre,1663,Billinghurst,Peron,5,28,EEUU,33 Orientales,8,30
Billinghurst y Peron,F. Alcorta y Derecho,4.536,2011,Octubre,821,Billinghurst,Peron,5,28,F. Alcorta,Derecho,9,31
Billinghurst y Peron,Montevideo y Peron,3.02,2011,Octubre,1438,Billinghurst,Peron,5,28,Montevideo,Peron,10,28
Billinghurst y Peron,Potosi y Rawson,0.986,2011,Octubre,1699,Billinghurst,Peron,5,28,Potosi,Rawson,17,33
Billinghurst y Peron,J. Alvarez y Padilla,2.767,2011,Octubre,2114,Billinghurst,Peron,5,28,J. Alvarez,Padilla,18,34
Billinghurst y Peron,Cnel. Diaz y Mansilla,1.705,2011,Octubre,2175,Billinghurst,Peron,5,28,Cnel. Diaz,Mansilla,11,32
Billinghurst y Peron,Arenales y Montevideo,3.958,2011,Octubre,2013,Billinghurst,Peron,5,28,Arenales,Montevideo,12,10
Del Libertador y Montevideo,Corredor Norte y Casares,2.676,2011,Octubre,-1153,Del Libertador,Montevideo,6,10,Corredor Norte,Casares,7,29
Del Libertador y Montevideo,EEUU y 33 Orientales,7.473,2011,Octubre,1319,Del Libertador,Montevideo,6,10,EEUU,33 Orientales,8,30
Del Libertador y Montevideo,F. Alcorta y Derecho,0.938,2011,Octubre,477,Del Libertador,Montevideo,6,10,F. Alcorta,Derecho,9,31
Del Libertador y Montevideo,Montevideo y Peron,2.599,2011,Octubre,1094,Del Libertador,Montevideo,6,10,Montevideo,Peron,10,28
Del Libertador y Montevideo,Potosi y Rawson,5.694,2011,Octubre,1355,Del Libertador,Montevideo,6,10,Potosi,Rawson,17,33
Del Libertador y Montevideo,J. Alvarez y Padilla,6.397,2011,Octubre,1770,Del Libertador,Montevideo,6,10,J. Alvarez,Padilla,18,34
Del Libertador y Montevideo,Cnel. Diaz y Mansilla,4.073,2011,Octubre,1831,Del Libertador,Montevideo,6,10,Cnel. Diaz,Mansilla,11,32
Del Libertador y Montevideo,Arenales y Montevideo,1.305,2011,Octubre,1669,Del Libertador,Montevideo,6,10,Arenales,Montevideo,12,10
Corredor Norte y Casares,EEUU y 33 Orientales,6.495,2011,Octubre,2472,Corredor Norte,Casares,7,29,EEUU,33 Orientales,8,30
Corredor Norte y Casares,F. Alcorta y Derecho,2.339,2011,Octubre,1630,Corredor Norte,Casares,7,29,F. Alcorta,Derecho,9,31
Corredor Norte y Casares,Montevideo y Peron,5.064,2011,Octubre,2247,Corredor Norte,Casares,7,29,Montevideo,Peron,10,28
Corredor Norte y Casares,Potosi y Rawson,4.669,2011,Octubre,2508,Corredor Norte,Casares,7,29,Potosi,Rawson,17,33
Corredor Norte y Casares,J. Alvarez y Padilla,4.742,2011,Octubre,2923,Corredor Norte,Casares,7,29,J. Alvarez,Padilla,18,34
Corredor Norte y Casares,Cnel. Diaz y Mansilla,2.538,2011,Octubre,2984,Corredor Norte,Casares,7,29,Cnel. Diaz,Mansilla,11,32
Corredor Norte y Casares,Arenales y Montevideo,3.771,2011,Octubre,2822,Corredor Norte,Casares,7,29,Arenales,Montevideo,12,10
EEUU y 33 Orientales,F. Alcorta y Derecho,7.169,2011,Octubre,-842,EEUU,33 Orientales,8,30,F. Alcorta,Derecho,9,31
EEUU y 33 Orientales,Montevideo y Peron,4.563,2011,Octubre,-225,EEUU,33 Orientales,8,30,Montevideo,Peron,10,28
EEUU y 33 Orientales,Potosi y Rawson,2.055,2011,Octubre,36,EEUU,33 Orientales,8,30,Potosi,Rawson,17,33
EEUU y 33 Orientales,J. Alvarez y Padilla,3.357,2011,Octubre,451,EEUU,33 Orientales,8,30,J. Alvarez,Padilla,18,34
EEUU y 33 Orientales,Cnel. Diaz y Mansilla,4.338,2011,Octubre,512,EEUU,33 Orientales,8,30,Cnel. Diaz,Mansilla,11,32
EEUU y 33 Orientales,Arenales y Montevideo,6.144,2011,Octubre,350,EEUU,33 Orientales,8,30,Arenales,Montevideo,12,10
F. Alcorta y Derecho,Montevideo y Peron,3.26,2011,Octubre,617,F. Alcorta,Derecho,9,31,Montevideo,Peron,10,28
F. Alcorta y Derecho,Potosi y Rawson,5.144,2011,Octubre,878,F. Alcorta,Derecho,9,31,Potosi,Rawson,17,33
F. Alcorta y Derecho,J. Alvarez y Padilla,6.102,2011,Octubre,1293,F. Alcorta,Derecho,9,31,J. Alvarez,Padilla,18,34
F. Alcorta y Derecho,Cnel. Diaz y Mansilla,3.136,2011,Octubre,1354,F. Alcorta,Derecho,9,31,Cnel. Diaz,Mansilla,11,32
F. Alcorta y Derecho,Arenales y Montevideo,1.966,2011,Octubre,1192,F. Alcorta,Derecho,9,31,Arenales,Montevideo,12,10
Montevideo y Peron,Potosi y Rawson,3.45,2011,Octubre,261,Montevideo,Peron,10,28,Potosi,Rawson,17,33
Montevideo y Peron,J. Alvarez y Padilla,5.783,2011,Octubre,676,Montevideo,Peron,10,28,J. Alvarez,Padilla,18,34
Montevideo y Peron,Cnel. Diaz y Mansilla,3.461,2011,Octubre,737,Montevideo,Peron,10,28,Cnel. Diaz,Mansilla,11,32
Montevideo y Peron,Arenales y Montevideo,1.293,2011,Octubre,575,Montevideo,Peron,10,28,Arenales,Montevideo,12,10
Potosi y Rawson,J. Alvarez y Padilla,1.781,2011,Octubre,415,Potosi,Rawson,17,33,J. Alvarez,Padilla,18,34
Cnel. Diaz y Mansilla,Potosi y Rawson,2.691,2011,Octubre,-476,Cnel. Diaz,Mansilla,11,32,Potosi,Rawson,17,33
Cnel. Diaz y Mansilla,J. Alvarez y Padilla,3.181,2011,Octubre,-61,Cnel. Diaz,Mansilla,11,32,J. Alvarez,Padilla,18,34
Cnel. Diaz y Mansilla,Arenales y Montevideo,3.011,2011,Octubre,-162,Cnel. Diaz,Mansilla,11,32,Arenales,Montevideo,12,10
Arenales y Montevideo,Potosi y Rawson,4.718,2011,Octubre,-314,Arenales,Montevideo,12,10,Potosi,Rawson,17,33
Arenales y Montevideo,J. Alvarez y Padilla,5.474,2011,Octubre,101,Arenales,Montevideo,12,10,J. Alvarez,Padilla,18,34
Virrey Cevallos y Chile,Azopardo y Mexico,2.122,2011,Noviembre,897,Virrey Cevallos,Chile,1,19,Azopardo,Mexico,2,25
Virrey Cevallos y Chile,Rincon y Carlos Calvo,1.005,2011,Noviembre,663,Virrey Cevallos,Chile,1,19,Rincon,Carlos Calvo,3,26
Virrey Cevallos y Chile,Virrey Liniers y C.Calvo,2.721,2011,Noviembre,650,Virrey Cevallos,Chile,1,19,Virrey Liniers,C.Calvo,4,27
Virrey Cevallos y Chile,Billinghurst y Peron,3.611,2011,Noviembre,-1274,Virrey Cevallos,Chile,1,19,Billinghurst,Peron,5,28
Virrey Cevallos y Chile,Del Libertador y Montevideo,4.485,2011,Noviembre,-781,Virrey Cevallos,Chile,1,19,Del Libertador,Montevideo,6,10
Virrey Cevallos y Chile,Corredor Norte y Casares,6.849,2011,Noviembre,-1533,Virrey Cevallos,Chile,1,19,Corredor Norte,Casares,7,29
Virrey Cevallos y Chile,EEUU y 33 Orientales,3.749,2011,Noviembre,760,Virrey Cevallos,Chile,1,19,EEUU,33 Orientales,8,30
Virrey Cevallos y Chile,F. Alcorta y Derecho,5.367,2011,Noviembre,-300,Virrey Cevallos,Chile,1,19,F. Alcorta,Derecho,9,31
Virrey Cevallos y Chile,Montevideo y Peron,1.447,2011,Noviembre,492,Virrey Cevallos,Chile,1,19,Montevideo,Peron,10,28
Virrey Cevallos y Chile,Potosi y Rawson,4.554,2011,Noviembre,875,Virrey Cevallos,Chile,1,19,Potosi,Rawson,17,33
Virrey Cevallos y Chile,J. Alvarez y Padilla,6.864,2011,Noviembre,1220,Virrey Cevallos,Chile,1,19,J. Alvarez,Padilla,18,34
Virrey Cevallos y Chile,Chile y Tacuari,1.018,2011,Noviembre,928,Virrey Cevallos,Chile,1,19,Chile,Tacuari,19,35
Virrey Cevallos y Chile,Serrano y Loyola,6.803,2011,Noviembre,1028,Virrey Cevallos,Chile,1,19,Serrano,Loyola,20,36
Virrey Cevallos y Chile,Gorriti y G. Cruz,6.945,2011,Noviembre,537,Virrey Cevallos,Chile,1,19,Gorriti,G. Cruz,21,37
Virrey Cevallos y Chile,Cnel. Diaz y Mansilla,4.886,2011,Noviembre,1359,Virrey Cevallos,Chile,1,19,Cnel. Diaz,Mansilla,11,32
Virrey Cevallos y Chile,Arenales y Montevideo,2.906,2011,Noviembre,1184,Virrey Cevallos,Chile,1,19,Arenales,Montevideo,12,10
Azopardo y Mexico,Rincon y Carlos Calvo,3.291,2011,Noviembre,-234,Azopardo,Mexico,2,25,Rincon,Carlos Calvo,3,26
Azopardo y Mexico,Virrey Liniers y C.Calvo,5.02,2011,Noviembre,-247,Azopardo,Mexico,2,25,Virrey Liniers,C.Calvo,4,27
Azopardo y Mexico,Billinghurst y Peron,5.439,2011,Noviembre,-2171,Azopardo,Mexico,2,25,Billinghurst,Peron,5,28
Azopardo y Mexico,Del Libertador y Montevideo,3.707,2011,Noviembre,-1678,Azopardo,Mexico,2,25,Del Libertador,Montevideo,6,10
Azopardo y Mexico,Corredor Norte y Casares,6.326,2011,Noviembre,-2430,Azopardo,Mexico,2,25,Corredor Norte,Casares,7,29
Azopardo y Mexico,EEUU y 33 Orientales,6.048,2011,Noviembre,-137,Azopardo,Mexico,2,25,EEUU,33 Orientales,8,30
Azopardo y Mexico,F. Alcorta y Derecho,4.588,2011,Noviembre,-1197,Azopardo,Mexico,2,25,F. Alcorta,Derecho,9,31
Azopardo y Mexico,Montevideo y Peron,2.933,2011,Noviembre,-405,Azopardo,Mexico,2,25,Montevideo,Peron,10,28
Azopardo y Mexico,Potosi y Rawson,6.382,2011,Noviembre,-22,Azopardo,Mexico,2,25,Potosi,Rawson,17,33
Azopardo y Mexico,J. Alvarez y Padilla,8.691,2011,Noviembre,323,Azopardo,Mexico,2,25,J. Alvarez,Padilla,18,34
Azopardo y Mexico,Chile y Tacuari,1.366,2011,Noviembre,31,Azopardo,Mexico,2,25,Chile,Tacuari,19,35
Azopardo y Mexico,Serrano y Loyola,8.63,2011,Noviembre,131,Azopardo,Mexico,2,25,Serrano,Loyola,20,36
Azopardo y Mexico,Gorriti y G. Cruz,8.772,2011,Noviembre,-360,Azopardo,Mexico,2,25,Gorriti,G. Cruz,21,37
Azopardo y Mexico,Cnel. Diaz y Mansilla,6.721,2011,Noviembre,462,Azopardo,Mexico,2,25,Cnel. Diaz,Mansilla,11,32
Azopardo y Mexico,Arenales y Montevideo,4.413,2011,Noviembre,287,Azopardo,Mexico,2,25,Arenales,Montevideo,12,10
Rincon y Carlos Calvo,Virrey Liniers y C.Calvo,1.72,2011,Noviembre,-13,Rincon,Carlos Calvo,3,26,Virrey Liniers,C.Calvo,4,27
Rincon y Carlos Calvo,Billinghurst y Peron,3.334,2011,Noviembre,-1937,Rincon,Carlos Calvo,3,26,Billinghurst,Peron,5,28
Rincon y Carlos Calvo,Del Libertador y Montevideo,4.868,2011,Noviembre,-1444,Rincon,Carlos Calvo,3,26,Del Libertador,Montevideo,6,10
Rincon y Carlos Calvo,Corredor Norte y Casares,6.572,2011,Noviembre,-2196,Rincon,Carlos Calvo,3,26,Corredor Norte,Casares,7,29
Rincon y Carlos Calvo,EEUU y 33 Orientales,2.748,2011,Noviembre,97,Rincon,Carlos Calvo,3,26,EEUU,33 Orientales,8,30
Rincon y Carlos Calvo,F. Alcorta y Derecho,5.041,2011,Noviembre,-963,Rincon,Carlos Calvo,3,26,F. Alcorta,Derecho,9,31
Rincon y Carlos Calvo,Montevideo y Peron,2.151,2011,Noviembre,-171,Rincon,Carlos Calvo,3,26,Montevideo,Peron,10,28
Rincon y Carlos Calvo,Potosi y Rawson,4.277,2011,Noviembre,212,Rincon,Carlos Calvo,3,26,Potosi,Rawson,17,33
Rincon y Carlos Calvo,J. Alvarez y Padilla,6.587,2011,Noviembre,557,Rincon,Carlos Calvo,3,26,J. Alvarez,Padilla,18,34
Rincon y Carlos Calvo,Chile y Tacuari,2.025,2011,Noviembre,265,Rincon,Carlos Calvo,3,26,Chile,Tacuari,19,35
Rincon y Carlos Calvo,Serrano y Loyola,6.526,2011,Noviembre,365,Rincon,Carlos Calvo,3,26,Serrano,Loyola,20,36
Rincon y Carlos Calvo,Gorriti y G. Cruz,6.668,2011,Noviembre,-126,Rincon,Carlos Calvo,3,26,Gorriti,G. Cruz,21,37
Rincon y Carlos Calvo,Cnel. Diaz y Mansilla,4.609,2011,Noviembre,696,Rincon,Carlos Calvo,3,26,Cnel. Diaz,Mansilla,11,32
Rincon y Carlos Calvo,Arenales y Montevideo,4.005,2011,Noviembre,521,Rincon,Carlos Calvo,3,26,Arenales,Montevideo,12,10
Virrey Liniers y C.Calvo,Billinghurst y Peron,1.849,2011,Noviembre,-1924,Virrey Liniers,C.Calvo,4,27,Billinghurst,Peron,5,28
Virrey Liniers y C.Calvo,Del Libertador y Montevideo,7.374,2011,Noviembre,-1431,Virrey Liniers,C.Calvo,4,27,Del Libertador,Montevideo,6,10
Virrey Liniers y C.Calvo,Corredor Norte y Casares,6.092,2011,Noviembre,-2183,Virrey Liniers,C.Calvo,4,27,Corredor Norte,Casares,7,29
Virrey Liniers y C.Calvo,EEUU y 33 Orientales,1.028,2011,Noviembre,110,Virrey Liniers,C.Calvo,4,27,EEUU,33 Orientales,8,30
Virrey Liniers y C.Calvo,F. Alcorta y Derecho,6.385,2011,Noviembre,-950,Virrey Liniers,C.Calvo,4,27,F. Alcorta,Derecho,9,31
Virrey Liniers y C.Calvo,Montevideo y Peron,3.778,2011,Noviembre,-158,Virrey Liniers,C.Calvo,4,27,Montevideo,Peron,10,28
Virrey Liniers y C.Calvo,Potosi y Rawson,2.793,2011,Noviembre,225,Virrey Liniers,C.Calvo,4,27,Potosi,Rawson,17,33
Virrey Liniers y C.Calvo,J. Alvarez y Padilla,4.574,2011,Noviembre,570,Virrey Liniers,C.Calvo,4,27,J. Alvarez,Padilla,18,34
Virrey Liniers y C.Calvo,Chile y Tacuari,3.859,2011,Noviembre,278,Virrey Liniers,C.Calvo,4,27,Chile,Tacuari,19,35
Virrey Liniers y C.Calvo,Serrano y Loyola,4.938,2011,Noviembre,378,Virrey Liniers,C.Calvo,4,27,Serrano,Loyola,20,36
Virrey Liniers y C.Calvo,Gorriti y G. Cruz,5.578,2011,Noviembre,-113,Virrey Liniers,C.Calvo,4,27,Gorriti,G. Cruz,21,37
Virrey Liniers y C.Calvo,Cnel. Diaz y Mansilla,3.554,2011,Noviembre,709,Virrey Liniers,C.Calvo,4,27,Cnel. Diaz,Mansilla,11,32
Virrey Liniers y C.Calvo,Arenales y Montevideo,5.359,2011,Noviembre,534,Virrey Liniers,C.Calvo,4,27,Arenales,Montevideo,12,10
Billinghurst y Peron,Del Libertador y Montevideo,5.525,2011,Noviembre,493,Billinghurst,Peron,5,28,Del Libertador,Montevideo,6,10
Billinghurst y Peron,Corredor Norte y Casares,4.243,2011,Noviembre,-259,Billinghurst,Peron,5,28,Corredor Norte,Casares,7,29
Billinghurst y Peron,EEUU y 33 Orientales,2.812,2011,Noviembre,2034,Billinghurst,Peron,5,28,EEUU,33 Orientales,8,30
Billinghurst y Peron,F. Alcorta y Derecho,4.536,2011,Noviembre,974,Billinghurst,Peron,5,28,F. Alcorta,Derecho,9,31
Billinghurst y Peron,Montevideo y Peron,3.02,2011,Noviembre,1766,Billinghurst,Peron,5,28,Montevideo,Peron,10,28
Billinghurst y Peron,Potosi y Rawson,0.986,2011,Noviembre,2149,Billinghurst,Peron,5,28,Potosi,Rawson,17,33
Billinghurst y Peron,J. Alvarez y Padilla,2.767,2011,Noviembre,2494,Billinghurst,Peron,5,28,J. Alvarez,Padilla,18,34
Billinghurst y Peron,Chile y Tacuari,4.629,2011,Noviembre,2202,Billinghurst,Peron,5,28,Chile,Tacuari,19,35
Billinghurst y Peron,Serrano y Loyola,3.131,2011,Noviembre,2302,Billinghurst,Peron,5,28,Serrano,Loyola,20,36
Billinghurst y Peron,Gorriti y G. Cruz,3.729,2011,Noviembre,1811,Billinghurst,Peron,5,28,Gorriti,G. Cruz,21,37
