Origen,Destino,Distancia[km],Año,Mes,Diferencia de ciclistas,Calle 1 origen,Calle 2 origen,Calle 1 origen id,Calle 2 origen id,Calle 1 destino,Calle 2 destino,Calle 1 destino id,Calle 2 destino id
Virrey Cevallos y Chile,Serrano y Loyola,6.803,2015,Agosto,-301,Virrey Cevallos,Chile,1,19,Serrano,Loyola,20,36
Virrey Cevallos y Chile,Gorriti y G. Cruz,6.945,2015,Agosto,58,Virrey Cevallos,Chile,1,19,Gorriti,G. Cruz,21,37
Virrey Cevallos y Chile,Cnel. Diaz y Mansilla,4.886,2015,Agosto,316,Virrey Cevallos,Chile,1,19,Cnel. Diaz,Mansilla,11,32
Virrey Cevallos y Chile,11 de Sep y Monroe,11.425,2015,Agosto,1474,Virrey Cevallos,Chile,1,19,11 de Sep,Monroe,22,38
Virrey Cevallos y Chile,Arenales y Montevideo,2.906,2015,Agosto,927,Virrey Cevallos,Chile,1,19,Arenales,Montevideo,12,10
Virrey Cevallos y Chile,M.T. Alvear y Uriburu,3.051,2015,Agosto,1082,Virrey Cevallos,Chile,1,19,M.T. Alvear,Uriburu,23,39
Virrey Cevallos y Chile,La Pampa y Superi,10.164,2015,Agosto,1220,Virrey Cevallos,Chile,1,19,La Pampa,Superi,24,40
Azopardo y Mexico,Rincon y Carlos Calvo,3.291,2015,Agosto,-445,Azopardo,Mexico,2,25,Rincon,Carlos Calvo,3,26
Azopardo y Mexico,Virrey Liniers y C.Calvo,5.02,2015,Agosto,-415,Azopardo,Mexico,2,25,Virrey Liniers,C.Calvo,4,27
Azopardo y Mexico,Billinghurst y Peron,5.439,2015,Agosto,-2255,Azopardo,Mexico,2,25,Billinghurst,Peron,5,28
Azopardo y Mexico,Del Libertador y Montevideo,3.707,2015,Agosto,-473,Azopardo,Mexico,2,25,Del Libertador,Montevideo,6,10
Azopardo y Mexico,Corredor Norte y Casares,6.326,2015,Agosto,-1533,Azopardo,Mexico,2,25,Corredor Norte,Casares,7,29
Azopardo y Mexico,EEUU y 33 Orientales,6.048,2015,Agosto,176,Azopardo,Mexico,2,25,EEUU,33 Orientales,8,30
Azopardo y Mexico,F. Alcorta y Derecho,4.588,2015,Agosto,-240,Azopardo,Mexico,2,25,F. Alcorta,Derecho,9,31
Azopardo y Mexico,Montevideo y Peron,2.933,2015,Agosto,-1776,Azopardo,Mexico,2,25,Montevideo,Peron,10,28
Azopardo y Mexico,Potosi y Rawson,6.382,2015,Agosto,54,Azopardo,Mexico,2,25,Potosi,Rawson,17,33
Azopardo y Mexico,J. Alvarez y Padilla,8.691,2015,Agosto,130,Azopardo,Mexico,2,25,J. Alvarez,Padilla,18,34
Azopardo y Mexico,Chile y Tacuari,1.366,2015,Agosto,200,Azopardo,Mexico,2,25,Chile,Tacuari,19,35
Azopardo y Mexico,Serrano y Loyola,8.63,2015,Agosto,-1601,Azopardo,Mexico,2,25,Serrano,Loyola,20,36
Azopardo y Mexico,Gorriti y G. Cruz,8.772,2015,Agosto,-1242,Azopardo,Mexico,2,25,Gorriti,G. Cruz,21,37
Azopardo y Mexico,Cnel. Diaz y Mansilla,6.721,2015,Agosto,-984,Azopardo,Mexico,2,25,Cnel. Diaz,Mansilla,11,32
Azopardo y Mexico,11 de Sep y Monroe,11.503,2015,Agosto,174,Azopardo,Mexico,2,25,11 de Sep,Monroe,22,38
Azopardo y Mexico,Arenales y Montevideo,4.413,2015,Agosto,-373,Azopardo,Mexico,2,25,Arenales,Montevideo,12,10
Azopardo y Mexico,M.T. Alvear y Uriburu,4.829,2015,Agosto,-218,Azopardo,Mexico,2,25,M.T. Alvear,Uriburu,23,39
Azopardo y Mexico,La Pampa y Superi,11.991,2015,Agosto,-80,Azopardo,Mexico,2,25,La Pampa,Superi,24,40
Rincon y Carlos Calvo,Virrey Liniers y C.Calvo,1.72,2015,Agosto,30,Rincon,Carlos Calvo,3,26,Virrey Liniers,C.Calvo,4,27
Rincon y Carlos Calvo,Billinghurst y Peron,3.334,2015,Agosto,-1810,Rincon,Carlos Calvo,3,26,Billinghurst,Peron,5,28
Rincon y Carlos Calvo,Del Libertador y Montevideo,4.868,2015,Agosto,-28,Rincon,Carlos Calvo,3,26,Del Libertador,Montevideo,6,10
Rincon y Carlos Calvo,Corredor Norte y Casares,6.572,2015,Agosto,-1088,Rincon,Carlos Calvo,3,26,Corredor Norte,Casares,7,29
Rincon y Carlos Calvo,EEUU y 33 Orientales,2.748,2015,Agosto,621,Rincon,Carlos Calvo,3,26,EEUU,33 Orientales,8,30
Rincon y Carlos Calvo,F. Alcorta y Derecho,5.041,2015,Agosto,205,Rincon,Carlos Calvo,3,26,F. Alcorta,Derecho,9,31
Rincon y Carlos Calvo,Montevideo y Peron,2.151,2015,Agosto,-1331,Rincon,Carlos Calvo,3,26,Montevideo,Peron,10,28
Rincon y Carlos Calvo,Potosi y Rawson,4.277,2015,Agosto,499,Rincon,Carlos Calvo,3,26,Potosi,Rawson,17,33
Rincon y Carlos Calvo,J. Alvarez y Padilla,6.587,2015,Agosto,575,Rincon,Carlos Calvo,3,26,J. Alvarez,Padilla,18,34
Rincon y Carlos Calvo,Chile y Tacuari,2.025,2015,Agosto,645,Rincon,Carlos Calvo,3,26,Chile,Tacuari,19,35
Rincon y Carlos Calvo,Serrano y Loyola,6.526,2015,Agosto,-1156,Rincon,Carlos Calvo,3,26,Serrano,Loyola,20,36
Rincon y Carlos Calvo,Gorriti y G. Cruz,6.668,2015,Agosto,-797,Rincon,Carlos Calvo,3,26,Gorriti,G. Cruz,21,37
Rincon y Carlos Calvo,Cnel. Diaz y Mansilla,4.609,2015,Agosto,-539,Rincon,Carlos Calvo,3,26,Cnel. Diaz,Mansilla,11,32
Rincon y Carlos Calvo,11 de Sep y Monroe,11.148,2015,Agosto,619,Rincon,Carlos Calvo,3,26,11 de Sep,Monroe,22,38
Rincon y Carlos Calvo,Arenales y Montevideo,4.005,2015,Agosto,72,Rincon,Carlos Calvo,3,26,Arenales,Montevideo,12,10
Rincon y Carlos Calvo,M.T. Alvear y Uriburu,2.774,2015,Agosto,227,Rincon,Carlos Calvo,3,26,M.T. Alvear,Uriburu,23,39
Rincon y Carlos Calvo,La Pampa y Superi,9.887,2015,Agosto,365,Rincon,Carlos Calvo,3,26,La Pampa,Superi,24,40
Virrey Liniers y C.Calvo,Billinghurst y Peron,1.849,2015,Agosto,-1840,Virrey Liniers,C.Calvo,4,27,Billinghurst,Peron,5,28
Virrey Liniers y C.Calvo,Del Libertador y Montevideo,7.374,2015,Agosto,-58,Virrey Liniers,C.Calvo,4,27,Del Libertador,Montevideo,6,10
Virrey Liniers y C.Calvo,Corredor Norte y Casares,6.092,2015,Agosto,-1118,Virrey Liniers,C.Calvo,4,27,Corredor Norte,Casares,7,29
Virrey Liniers y C.Calvo,EEUU y 33 Orientales,1.028,2015,Agosto,591,Virrey Liniers,C.Calvo,4,27,EEUU,33 Orientales,8,30
Virrey Liniers y C.Calvo,F. Alcorta y Derecho,6.385,2015,Agosto,175,Virrey Liniers,C.Calvo,4,27,F. Alcorta,Derecho,9,31
Virrey Liniers y C.Calvo,Montevideo y Peron,3.778,2015,Agosto,-1361,Virrey Liniers,C.Calvo,4,27,Montevideo,Peron,10,28
Virrey Liniers y C.Calvo,Potosi y Rawson,2.793,2015,Agosto,469,Virrey Liniers,C.Calvo,4,27,Potosi,Rawson,17,33
Virrey Liniers y C.Calvo,J. Alvarez y Padilla,4.574,2015,Agosto,545,Virrey Liniers,C.Calvo,4,27,J. Alvarez,Padilla,18,34
Virrey Liniers y C.Calvo,Chile y Tacuari,3.859,2015,Agosto,615,Virrey Liniers,C.Calvo,4,27,Chile,Tacuari,19,35
Virrey Liniers y C.Calvo,Serrano y Loyola,4.938,2015,Agosto,-1186,Virrey Liniers,C.Calvo,4,27,Serrano,Loyola,20,36
Virrey Liniers y C.Calvo,Gorriti y G. Cruz,5.578,2015,Agosto,-827,Virrey Liniers,C.Calvo,4,27,Gorriti,G. Cruz,21,37
Virrey Liniers y C.Calvo,Cnel. Diaz y Mansilla,3.554,2015,Agosto,-569,Virrey Liniers,C.Calvo,4,27,Cnel. Diaz,Mansilla,11,32
Virrey Liniers y C.Calvo,11 de Sep y Monroe,10.668,2015,Agosto,589,Virrey Liniers,C.Calvo,4,27,11 de Sep,Monroe,22,38
Virrey Liniers y C.Calvo,Arenales y Montevideo,5.359,2015,Agosto,42,Virrey Liniers,C.Calvo,4,27,Arenales,Montevideo,12,10
Virrey Liniers y C.Calvo,M.T. Alvear y Uriburu,4.128,2015,Agosto,197,Virrey Liniers,C.Calvo,4,27,M.T. Alvear,Uriburu,23,39
Virrey Liniers y C.Calvo,La Pampa y Superi,8.797,2015,Agosto,335,Virrey Liniers,C.Calvo,4,27,La Pampa,Superi,24,40
Billinghurst y Peron,Del Libertador y Montevideo,5.525,2015,Agosto,1782,Billinghurst,Peron,5,28,Del Libertador,Montevideo,6,10
Billinghurst y Peron,Corredor Norte y Casares,4.243,2015,Agosto,722,Billinghurst,Peron,5,28,Corredor Norte,Casares,7,29
Billinghurst y Peron,EEUU y 33 Orientales,2.812,2015,Agosto,2431,Billinghurst,Peron,5,28,EEUU,33 Orientales,8,30
Billinghurst y Peron,F. Alcorta y Derecho,4.536,2015,Agosto,2015,Billinghurst,Peron,5,28,F. Alcorta,Derecho,9,31
Billinghurst y Peron,Montevideo y Peron,3.02,2015,Agosto,479,Billinghurst,Peron,5,28,Montevideo,Peron,10,28
Billinghurst y Peron,Potosi y Rawson,0.986,2015,Agosto,2309,Billinghurst,Peron,5,28,Potosi,Rawson,17,33
Billinghurst y Peron,J. Alvarez y Padilla,2.767,2015,Agosto,2385,Billinghurst,Peron,5,28,J. Alvarez,Padilla,18,34
Billinghurst y Peron,Chile y Tacuari,4.629,2015,Agosto,2455,Billinghurst,Peron,5,28,Chile,Tacuari,19,35
Billinghurst y Peron,Serrano y Loyola,3.131,2015,Agosto,654,Billinghurst,Peron,5,28,Serrano,Loyola,20,36
Billinghurst y Peron,Gorriti y G. Cruz,3.729,2015,Agosto,1013,Billinghurst,Peron,5,28,Gorriti,G. Cruz,21,37
Billinghurst y Peron,Cnel. Diaz y Mansilla,1.705,2015,Agosto,1271,Billinghurst,Peron,5,28,Cnel. Diaz,Mansilla,11,32
Billinghurst y Peron,11 de Sep y Monroe,8.819,2015,Agosto,2429,Billinghurst,Peron,5,28,11 de Sep,Monroe,22,38
Billinghurst y Peron,Arenales y Montevideo,3.958,2015,Agosto,1882,Billinghurst,Peron,5,28,Arenales,Montevideo,12,10
Billinghurst y Peron,M.T. Alvear y Uriburu,2.726,2015,Agosto,2037,Billinghurst,Peron,5,28,M.T. Alvear,Uriburu,23,39
Billinghurst y Peron,La Pampa y Superi,6.948,2015,Agosto,2175,Billinghurst,Peron,5,28,La Pampa,Superi,24,40
Del Libertador y Montevideo,Corredor Norte y Casares,2.676,2015,Agosto,-1060,Del Libertador,Montevideo,6,10,Corredor Norte,Casares,7,29
Del Libertador y Montevideo,EEUU y 33 Orientales,7.473,2015,Agosto,649,Del Libertador,Montevideo,6,10,EEUU,33 Orientales,8,30
Del Libertador y Montevideo,F. Alcorta y Derecho,0.938,2015,Agosto,233,Del Libertador,Montevideo,6,10,F. Alcorta,Derecho,9,31
Del Libertador y Montevideo,Montevideo y Peron,2.599,2015,Agosto,-1303,Del Libertador,Montevideo,6,10,Montevideo,Peron,10,28
Del Libertador y Montevideo,Potosi y Rawson,5.694,2015,Agosto,527,Del Libertador,Montevideo,6,10,Potosi,Rawson,17,33
Del Libertador y Montevideo,J. Alvarez y Padilla,6.397,2015,Agosto,603,Del Libertador,Montevideo,6,10,J. Alvarez,Padilla,18,34
Del Libertador y Montevideo,Chile y Tacuari,4.227,2015,Agosto,673,Del Libertador,Montevideo,6,10,Chile,Tacuari,19,35
Del Libertador y Montevideo,Serrano y Loyola,6.336,2015,Agosto,-1128,Del Libertador,Montevideo,6,10,Serrano,Loyola,20,36
Del Libertador y Montevideo,Gorriti y G. Cruz,6.117,2015,Agosto,-769,Del Libertador,Montevideo,6,10,Gorriti,G. Cruz,21,37
Del Libertador y Montevideo,Cnel. Diaz y Mansilla,4.073,2015,Agosto,-511,Del Libertador,Montevideo,6,10,Cnel. Diaz,Mansilla,11,32
Del Libertador y Montevideo,11 de Sep y Monroe,7.853,2015,Agosto,647,Del Libertador,Montevideo,6,10,11 de Sep,Monroe,22,38
Del Libertador y Montevideo,Arenales y Montevideo,1.305,2015,Agosto,100,Del Libertador,Montevideo,6,10,Arenales,Montevideo,12,10
Del Libertador y Montevideo,M.T. Alvear y Uriburu,2.541,2015,Agosto,255,Del Libertador,Montevideo,6,10,M.T. Alvear,Uriburu,23,39
Del Libertador y Montevideo,La Pampa y Superi,9.258,2015,Agosto,393,Del Libertador,Montevideo,6,10,La Pampa,Superi,24,40
Corredor Norte y Casares,EEUU y 33 Orientales,6.495,2015,Agosto,1709,Corredor Norte,Casares,7,29,EEUU,33 Orientales,8,30
Corredor Norte y Casares,F. Alcorta y Derecho,2.339,2015,Agosto,1293,Corredor Norte,Casares,7,29,F. Alcorta,Derecho,9,31
Corredor Norte y Casares,Montevideo y Peron,5.064,2015,Agosto,-243,Corredor Norte,Casares,7,29,Montevideo,Peron,10,28
Corredor Norte y Casares,Potosi y Rawson,4.669,2015,Agosto,1587,Corredor Norte,Casares,7,29,Potosi,Rawson,17,33
Corredor Norte y Casares,J. Alvarez y Padilla,4.742,2015,Agosto,1663,Corredor Norte,Casares,7,29,J. Alvarez,Padilla,18,34
Corredor Norte y Casares,Chile y Tacuari,7.208,2015,Agosto,1733,Corredor Norte,Casares,7,29,Chile,Tacuari,19,35
Corredor Norte y Casares,Serrano y Loyola,4.681,2015,Agosto,-68,Corredor Norte,Casares,7,29,Serrano,Loyola,20,36
Corredor Norte y Casares,Gorriti y G. Cruz,3.654,2015,Agosto,291,Corredor Norte,Casares,7,29,Gorriti,G. Cruz,21,37
Corredor Norte y Casares,Cnel. Diaz y Mansilla,2.538,2015,Agosto,549,Corredor Norte,Casares,7,29,Cnel. Diaz,Mansilla,11,32
Corredor Norte y Casares,11 de Sep y Monroe,5.39,2015,Agosto,1707,Corredor Norte,Casares,7,29,11 de Sep,Monroe,22,38
Corredor Norte y Casares,Arenales y Montevideo,3.771,2015,Agosto,1160,Corredor Norte,Casares,7,29,Arenales,Montevideo,12,10
Corredor Norte y Casares,M.T. Alvear y Uriburu,3.448,2015,Agosto,1315,Corredor Norte,Casares,7,29,M.T. Alvear,Uriburu,23,39
Corredor Norte y Casares,La Pampa y Superi,6.795,2015,Agosto,1453,Corredor Norte,Casares,7,29,La Pampa,Superi,24,40
EEUU y 33 Orientales,F. Alcorta y Derecho,7.169,2015,Agosto,-416,EEUU,33 Orientales,8,30,F. Alcorta,Derecho,9,31
EEUU y 33 Orientales,Montevideo y Peron,4.563,2015,Agosto,-1952,EEUU,33 Orientales,8,30,Montevideo,Peron,10,28
EEUU y 33 Orientales,Potosi y Rawson,2.055,2015,Agosto,-122,EEUU,33 Orientales,8,30,Potosi,Rawson,17,33
EEUU y 33 Orientales,J. Alvarez y Padilla,3.357,2015,Agosto,-46,EEUU,33 Orientales,8,30,J. Alvarez,Padilla,18,34
EEUU y 33 Orientales,Chile y Tacuari,4.644,2015,Agosto,24,EEUU,33 Orientales,8,30,Chile,Tacuari,19,35
EEUU y 33 Orientales,Serrano y Loyola,4.206,2015,Agosto,-1777,EEUU,33 Orientales,8,30,Serrano,Loyola,20,36
EEUU y 33 Orientales,Gorriti y G. Cruz,6.362,2015,Agosto,-1418,EEUU,33 Orientales,8,30,Gorriti,G. Cruz,21,37
EEUU y 33 Orientales,Cnel. Diaz y Mansilla,4.338,2015,Agosto,-1160,EEUU,33 Orientales,8,30,Cnel. Diaz,Mansilla,11,32
EEUU y 33 Orientales,11 de Sep y Monroe,11.452,2015,Agosto,-2,EEUU,33 Orientales,8,30,11 de Sep,Monroe,22,38
EEUU y 33 Orientales,Arenales y Montevideo,6.144,2015,Agosto,-549,EEUU,33 Orientales,8,30,Arenales,Montevideo,12,10
EEUU y 33 Orientales,M.T. Alvear y Uriburu,4.913,2015,Agosto,-394,EEUU,33 Orientales,8,30,M.T. Alvear,Uriburu,23,39
EEUU y 33 Orientales,La Pampa y Superi,9.581,2015,Agosto,-256,EEUU,33 Orientales,8,30,La Pampa,Superi,24,40
F. Alcorta y Derecho,Montevideo y Peron,3.26,2015,Agosto,-1536,F. Alcorta,Derecho,9,31,Montevideo,Peron,10,28
F. Alcorta y Derecho,Potosi y Rawson,5.144,2015,Agosto,294,F. Alcorta,Derecho,9,31,Potosi,Rawson,17,33
F. Alcorta y Derecho,J. Alvarez y Padilla,6.102,2015,Agosto,370,F. Alcorta,Derecho,9,31,J. Alvarez,Padilla,18,34
F. Alcorta y Derecho,Chile y Tacuari,4.888,2015,Agosto,440,F. Alcorta,Derecho,9,31,Chile,Tacuari,19,35
F. Alcorta y Derecho,Serrano y Loyola,6.041,2015,Agosto,-1361,F. Alcorta,Derecho,9,31,Serrano,Loyola,20,36
F. Alcorta y Derecho,Gorriti y G. Cruz,5.179,2015,Agosto,-1002,F. Alcorta,Derecho,9,31,Gorriti,G. Cruz,21,37
F. Alcorta y Derecho,Cnel. Diaz y Mansilla,3.136,2015,Agosto,-744,F. Alcorta,Derecho,9,31,Cnel. Diaz,Mansilla,11,32
F. Alcorta y Derecho,11 de Sep y Monroe,6.915,2015,Agosto,414,F. Alcorta,Derecho,9,31,11 de Sep,Monroe,22,38
F. Alcorta y Derecho,Arenales y Montevideo,1.966,2015,Agosto,-133,F. Alcorta,Derecho,9,31,Arenales,Montevideo,12,10
F. Alcorta y Derecho,M.T. Alvear y Uriburu,1.991,2015,Agosto,22,F. Alcorta,Derecho,9,31,M.T. Alvear,Uriburu,23,39
F. Alcorta y Derecho,La Pampa y Superi,8.32,2015,Agosto,160,F. Alcorta,Derecho,9,31,La Pampa,Superi,24,40
Montevideo y Peron,Potosi y Rawson,3.45,2015,Agosto,1830,Montevideo,Peron,10,28,Potosi,Rawson,17,33
Montevideo y Peron,J. Alvarez y Padilla,5.783,2015,Agosto,1906,Montevideo,Peron,10,28,J. Alvarez,Padilla,18,34
Montevideo y Peron,Chile y Tacuari,2.143,2015,Agosto,1976,Montevideo,Peron,10,28,Chile,Tacuari,19,35
Montevideo y Peron,Serrano y Loyola,5.722,2015,Agosto,175,Montevideo,Peron,10,28,Serrano,Loyola,20,36
Montevideo y Peron,Gorriti y G. Cruz,5.864,2015,Agosto,534,Montevideo,Peron,10,28,Gorriti,G. Cruz,21,37
Montevideo y Peron,Cnel. Diaz y Mansilla,3.461,2015,Agosto,792,Montevideo,Peron,10,28,Cnel. Diaz,Mansilla,11,32
Montevideo y Peron,11 de Sep y Monroe,10.344,2015,Agosto,1950,Montevideo,Peron,10,28,11 de Sep,Monroe,22,38
Montevideo y Peron,Arenales y Montevideo,1.293,2015,Agosto,1403,Montevideo,Peron,10,28,Arenales,Montevideo,12,10
Montevideo y Peron,M.T. Alvear y Uriburu,1.914,2015,Agosto,1558,Montevideo,Peron,10,28,M.T. Alvear,Uriburu,23,39
Montevideo y Peron,La Pampa y Superi,9.083,2015,Agosto,1696,Montevideo,Peron,10,28,La Pampa,Superi,24,40
Potosi y Rawson,J. Alvarez y Padilla,1.781,2015,Agosto,76,Potosi,Rawson,17,33,J. Alvarez,Padilla,18,34
Potosi y Rawson,Chile y Tacuari,5.572,2015,Agosto,146,Potosi,Rawson,17,33,Chile,Tacuari,19,35
Potosi y Rawson,Serrano y Loyola,2.743,2015,Agosto,-1655,Potosi,Rawson,17,33,Serrano,Loyola,20,36
Potosi y Rawson,Gorriti y G. Cruz,3.419,2015,Agosto,-1296,Potosi,Rawson,17,33,Gorriti,G. Cruz,21,37
Potosi y Rawson,11 de Sep y Monroe,9.191,2015,Agosto,120,Potosi,Rawson,17,33,11 de Sep,Monroe,22,38
Potosi y Rawson,M.T. Alvear y Uriburu,3.669,2015,Agosto,-272,Potosi,Rawson,17,33,M.T. Alvear,Uriburu,23,39
Potosi y Rawson,La Pampa y Superi,6.747,2015,Agosto,-134,Potosi,Rawson,17,33,La Pampa,Superi,24,40
J. Alvarez y Padilla,Chile y Tacuari,7.167,2015,Agosto,70,J. Alvarez,Padilla,18,34,Chile,Tacuari,19,35
J. Alvarez y Padilla,Serrano y Loyola,1.517,2015,Agosto,-1731,J. Alvarez,Padilla,18,34,Serrano,Loyola,20,36
J. Alvarez y Padilla,Gorriti y G. Cruz,2.785,2015,Agosto,-1372,J. Alvarez,Padilla,18,34,Gorriti,G. Cruz,21,37
J. Alvarez y Padilla,11 de Sep y Monroe,8.561,2015,Agosto,44,J. Alvarez,Padilla,18,34,11 de Sep,Monroe,22,38
J. Alvarez y Padilla,M.T. Alvear y Uriburu,4.821,2015,Agosto,-348,J. Alvarez,Padilla,18,34,M.T. Alvear,Uriburu,23,39
J. Alvarez y Padilla,La Pampa y Superi,5.522,2015,Agosto,-210,J. Alvarez,Padilla,18,34,La Pampa,Superi,24,40
Chile y Tacuari,Serrano y Loyola,7.765,2015,Agosto,-1801,Chile,Tacuari,19,35,Serrano,Loyola,20,36
Chile y Tacuari,Gorriti y G. Cruz,7.907,2015,Agosto,-1442,Chile,Tacuari,19,35,Gorriti,G. Cruz,21,37
Chile y Tacuari,11 de Sep y Monroe,11.264,2015,Agosto,-26,Chile,Tacuari,19,35,11 de Sep,Monroe,22,38
Chile y Tacuari,M.T. Alvear y Uriburu,4.013,2015,Agosto,-418,Chile,Tacuari,19,35,M.T. Alvear,Uriburu,23,39
Chile y Tacuari,La Pampa y Superi,11.126,2015,Agosto,-280,Chile,Tacuari,19,35,La Pampa,Superi,24,40
Serrano y Loyola,Gorriti y G. Cruz,1.079,2015,Agosto,359,Serrano,Loyola,20,36,Gorriti,G. Cruz,21,37
Serrano y Loyola,11 de Sep y Monroe,6.856,2015,Agosto,1775,Serrano,Loyola,20,36,11 de Sep,Monroe,22,38
Serrano y Loyola,M.T. Alvear y Uriburu,4.255,2015,Agosto,1383,Serrano,Loyola,20,36,M.T. Alvear,Uriburu,23,39
Serrano y Loyola,La Pampa y Superi,4.005,2015,Agosto,1521,Serrano,Loyola,20,36,La Pampa,Superi,24,40
Gorriti y G. Cruz,11 de Sep y Monroe,5.774,2015,Agosto,1416,Gorriti,G. Cruz,21,37,11 de Sep,Monroe,22,38
Gorriti y G. Cruz,M.T. Alvear y Uriburu,3.826,2015,Agosto,1024,Gorriti,G. Cruz,21,37,M.T. Alvear,Uriburu,23,39
Gorriti y G. Cruz,La Pampa y Superi,3.649,2015,Agosto,1162,Gorriti,G. Cruz,21,37,La Pampa,Superi,24,40
Cnel. Diaz y Mansilla,Potosi y Rawson,2.691,2015,Agosto,1038,Cnel. Diaz,Mansilla,11,32,Potosi,Rawson,17,33
Cnel. Diaz y Mansilla,J. Alvarez y Padilla,3.181,2015,Agosto,1114,Cnel. Diaz,Mansilla,11,32,J. Alvarez,Padilla,18,34
Cnel. Diaz y Mansilla,Chile y Tacuari,6.334,2015,Agosto,1184,Cnel. Diaz,Mansilla,11,32,Chile,Tacuari,19,35
Cnel. Diaz y Mansilla,Serrano y Loyola,3.12,2015,Agosto,-617,Cnel. Diaz,Mansilla,11,32,Serrano,Loyola,20,36
Cnel. Diaz y Mansilla,Gorriti y G. Cruz,2.695,2015,Agosto,-258,Cnel. Diaz,Mansilla,11,32,Gorriti,G. Cruz,21,37
Cnel. Diaz y Mansilla,11 de Sep y Monroe,7.114,2015,Agosto,1158,Cnel. Diaz,Mansilla,11,32,11 de Sep,Monroe,22,38
Cnel. Diaz y Mansilla,Arenales y Montevideo,3.011,2015,Agosto,611,Cnel. Diaz,Mansilla,11,32,Arenales,Montevideo,12,10
Cnel. Diaz y Mansilla,M.T. Alvear y Uriburu,1.92,2015,Agosto,766,Cnel. Diaz,Mansilla,11,32,M.T. Alvear,Uriburu,23,39
Cnel. Diaz y Mansilla,La Pampa y Superi,6.482,2015,Agosto,904,Cnel. Diaz,Mansilla,11,32,La Pampa,Superi,24,40
11 de Sep y Monroe,M.T. Alvear y Uriburu,8.22,2015,Agosto,-392,11 de Sep,Monroe,22,38,M.T. Alvear,Uriburu,23,39
11 de Sep y Monroe,La Pampa y Superi,2.622,2015,Agosto,-254,11 de Sep,Monroe,22,38,La Pampa,Superi,24,40
Arenales y Montevideo,Potosi y Rawson,4.718,2015,Agosto,427,Arenales,Montevideo,12,10,Potosi,Rawson,17,33
Arenales y Montevideo,J. Alvarez y Padilla,5.474,2015,Agosto,503,Arenales,Montevideo,12,10,J. Alvarez,Padilla,18,34
Arenales y Montevideo,Chile y Tacuari,3.436,2015,Agosto,573,Arenales,Montevideo,12,10,Chile,Tacuari,19,35
Arenales y Montevideo,Serrano y Loyola,5.413,2015,Agosto,-1228,Arenales,Montevideo,12,10,Serrano,Loyola,20,36
Arenales y Montevideo,Gorriti y G. Cruz,5.555,2015,Agosto,-869,Arenales,Montevideo,12,10,Gorriti,G. Cruz,21,37
Arenales y Montevideo,11 de Sep y Monroe,8.51,2015,Agosto,547,Arenales,Montevideo,12,10,11 de Sep,Monroe,22,38
Arenales y Montevideo,M.T. Alvear y Uriburu,1.103,2015,Agosto,155,Arenales,Montevideo,12,10,M.T. Alvear,Uriburu,23,39
Arenales y Montevideo,La Pampa y Superi,8.774,2015,Agosto,293,Arenales,Montevideo,12,10,La Pampa,Superi,24,40
M.T. Alvear y Uriburu,La Pampa y Superi,7.781,2015,Agosto,138,M.T. Alvear,Uriburu,23,39,La Pampa,Superi,24,40
Virrey Cevallos y Chile,Azopardo y Mexico,2.122,2015,Septiembre,1723,Virrey Cevallos,Chile,1,19,Azopardo,Mexico,2,25
Virrey Cevallos y Chile,Rincon y Carlos Calvo,1.005,2015,Septiembre,656,Virrey Cevallos,Chile,1,19,Rincon,Carlos Calvo,3,26
Virrey Cevallos y Chile,Virrey Liniers y C.Calvo,2.721,2015,Septiembre,593,Virrey Cevallos,Chile,1,19,Virrey Liniers,C.Calvo,4,27
Virrey Cevallos y Chile,Billinghurst y Peron,3.611,2015,Septiembre,-1942,Virrey Cevallos,Chile,1,19,Billinghurst,Peron,5,28
Virrey Cevallos y Chile,Del Libertador y Montevideo,4.485,2015,Septiembre,668,Virrey Cevallos,Chile,1,19,Del Libertador,Montevideo,6,10
Virrey Cevallos y Chile,Corredor Norte y Casares,6.849,2015,Septiembre,-207,Virrey Cevallos,Chile,1,19,Corredor Norte,Casares,7,29
Virrey Cevallos y Chile,EEUU y 33 Orientales,3.749,2015,Septiembre,1258,Virrey Cevallos,Chile,1,19,EEUU,33 Orientales,8,30
Virrey Cevallos y Chile,F. Alcorta y Derecho,5.367,2015,Septiembre,856,Virrey Cevallos,Chile,1,19,F. Alcorta,Derecho,9,31
Virrey Cevallos y Chile,Montevideo y Peron,1.447,2015,Septiembre,-616,Virrey Cevallos,Chile,1,19,Montevideo,Peron,10,28
Virrey Cevallos y Chile,Potosi y Rawson,4.554,2015,Septiembre,1112,Virrey Cevallos,Chile,1,19,Potosi,Rawson,17,33
Virrey Cevallos y Chile,J. Alvarez y Padilla,6.864,2015,Septiembre,1362,Virrey Cevallos,Chile,1,19,J. Alvarez,Padilla,18,34
Virrey Cevallos y Chile,Chile y Tacuari,1.018,2015,Septiembre,1393,Virrey Cevallos,Chile,1,19,Chile,Tacuari,19,35
Virrey Cevallos y Chile,Serrano y Loyola,6.803,2015,Septiembre,335,Virrey Cevallos,Chile,1,19,Serrano,Loyola,20,36
Virrey Cevallos y Chile,Gorriti y G. Cruz,6.945,2015,Septiembre,-148,Virrey Cevallos,Chile,1,19,Gorriti,G. Cruz,21,37
